Product,Price,Rating
Alta Colección Malbec Mendoza 2019,8.99,4.0
Eight Songs Shiraz 2014,33.59,4.1
Dominus (Christian Moueix) 2016,355.80,4.5
Writer's Block Pinotage 2017,21.63,4.4
Lezèr 2019,13.80,3.9
Oak Aged Red Blend 2014,12.66,3.7
d'Arry's Original Shiraz - Grenache 2016,14.63,3.7
Pomerol 2005,94.95,4.2
Côtes-du-Rhône Réserve Rouge 2017,8.90,3.7
Old Vines Grenache - Shiraz - Mourvedre 2017,17.79,4.0
Tom Cullity Cabernet Sauvignon - Malbec 2014,115,4.2
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,49.95,4.0
Mas La Plana Cabernet Sauvignon 2002,46.29,4.3
Pinotage 2018,10.23,4.0
Kai Carmenère 2011,121.75,4.4
Amarone della Valpolicella 2013,62.88,4.5
Equinox Red (Organic) 2017,16.95,3.6
Saintes Pierres de Nalys Châteauneuf-du-Pape Rouge 2016,34.02,4.1
Haut-Médoc 2011,16.47,3.9
Rioja Gran Reserva Sélección Especial 2001,63.05,4.0
Aruma Malbec 2016,10.91,3.6
La Montesa 2013,13.95,3.7
Reserva 2011,22.90,3.9
Paolo e Carlo Malvasia Nera 66 Sessantasei Limited Edition 2015,7.90,4.1
Spätburgunder 2017,14.50,3.7
Lagrein Riserva Gries 2017,18.50,4.1
Swinto Old Vine Malbec 2013,31.57,4.2
Grandes Quintas Colheita Tinto 2016,8.29,3.6
Chianti Classico 2014,17.29,3.7
Hermitage Monier de la Sizeranne 2014,83.16,4.1
Periquita Tinto (Original) 2017,11.89,3.6
Estay Prieto Picudo 2015,12.59,3.5
Bourgogne Pinot Noir (La Vignée) 2018,16.39,3.6
Pomerol 2015,47.77,3.9
Thalarn 2015,37.95,4.0
Prugneto Sangiovese di Romagna (Superiore) 2018,8.97,3.6
Haut-Médoc 2012,15.20,3.8
Barolo Percristina 2006,111.55,4.5
Dolcetto d’Alba dei Grassi 2016,17.79,3.7
Reserve Pinot Noir 2018,10.42,4.0
Susumaniello 2016,7.85,4.0
Saint-Émilion Grand Cru (Grand Cru Classé) 2000,79.34,4.1
Barolo Rocche dell’Annunziata 2010,45.69,4.0
Haut-Médoc 2014,22.09,4.0
Acusp 2016,38.95,4.1
Coma Vella Priorat 2014,29.47,4.2
Rioja Gran Reserva 2012,23.70,3.9
Pinotage 2017,13.99,3.8
Quest 2014,37.95,4.2
Châteauneuf-du-Pape Chaupin 2015,55,4.2
Rossofuoco Barbera d'Asti 2019,8.95,3.8
Chinon 2017,8.68,3.2
Cuvée Benedict Red 2012,8.50,3.1
Sperber Pinot Noir 2013,35.74,3.9
Campidello Amarone della Valpolicella 2011,56.05,4.2
Kumarod Rot 2017,14.06,3.7
Pescorosso Aglianico 2014,9.65,3.9
Lagrein 2018,12.99,3.7
Reserva Tinto 2017,9.74,4.0
Zinfandel 2017,14.06,3.9
St. Laurent 2017,14.47,3.9
Ikonia Montepulciano d'Abruzzo 2014,9.50,3.6
10 Barricas 2015,37.60,4.3
Bolgheri Superiore 2016,37.50,4.1
Cabernet Sauvignon 2018,8.59,3.9
Reserve Cabernet Sauvignon Mendoza 2017,12.50,3.8
Petravia Puglia 2017,10.90,3.4
Meredith Estate Pinot Noir 2017,112.16,4.1
Côtes-du-Rhône RS Rouge 2018,7.65,3.7
Schieferboden Spätburgunder Trocken 2018,11.89,4.1
Tamante Umbria 2017,5.99,3.6
Lampante Montefalco Rosso Riserva 2016,19.39,3.8
St. Magdalener Classico 2018,12.50,3.5
Föllig Blaufränkisch 2015,26.27,3.2
Jamais Content Pic Saint-Loup 2016,25.90,4.2
Promised Land Shiraz 2018,7.63,3.7
Barolo Bricco Rocche 2015,184.23,4.6
Bordeaux Supérieur 2005,27.95,4.1
Masca 2016,11.90,3.7
Since 1974 Primitivo di Manduria Limited Platinum Edition 2016,53.35,4.7
Solar de Libano Crianza 2016,10.50,3.7
Camy Madiran 2014,12.57,3.5
Romitorio di Santedame Toscana 2015,94.24,4.0
Voyeur Tinto 2018,24.73,3.7
Barolo 2016,48.64,4.2
Merlot 2015,6.40,3.3
Crianza 2017,11.95,3.6
Toscana Grifi 2016,42.79,4.1
Primo Primitivo di Manduria Riserva 2016,11.98,4.0
Cuvée Bérengère Merlot - Cabernet 2018,6.12,3.3
Bisaccione 2016,12.62,3.8
Badia a Passignano Gran Selezione Chianti Classico 2017,39.85,3.8
Spätburgunder 2015,11.65,3.4
Cal Y Canto Full Red 2018,3.70,3.1
Edición Fábulas Tempranillo 2016,11.02,3.6
Pessac-Léognan (Grand Cru Classé de Graves) 2016,582.93,4.5
Jaspis Pinot Noir 2014,44.85,3.9
Château de Haute-Serre Cuvée Prestige Géron Dadine 2015,46.79,3.8
Costa Caoude Terrasses du Larzac 2013,22.50,3.8
Parzival 2015,20.61,3.9
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,102.35,4.1
Groenekloof Shiraz 2017,10.90,3.8
Mourvèdre 2018,5.65,4.2
Rasteau Les Argiles Bleues 2017,26.90,3.9
Bachgart Blauburgunder Riserva 2012,29.90,4.0
Rosso 2018,5.72,3.5
Monsordo Rosso 2017,23.29,3.7
Volnay 2017,38.80,3.9
Cepa x Cepa Garnacha 2018,6.99,3.8
Sciare di Est Nero d'Avola 2017,7.42,3.5
Cabernet Sauvignon Sicilia 2018,5.79,3.3
Max VIII 150 Anos 2017,23.40,3.4
Estate Collection Regolo Rosso Veronese 2014,11.60,4.0
È Arte Primitivo 2018,5.90,4.0
Gigondas 2015,19.75,4.1
Barbera del Monferrato 2015,11.99,3.7
Rioja Reserva 2016,26.85,4.1
Châteauneuf-du-Pape (Tradition) Rouge 2016,39,4.1
Moli Cabernet Sauvignon 2015,10,3.7
Governo Toscana 2016,9.70,3.7
Biography Shiraz 2017,16.60,4.0
San Giorgio Umbria Rosso 2006,19.35,3.9
Les Lanes Corbières Rouge 2017,10.75,3.7
La Luna e i Falò Barbera d'Asti Superiore 2017,11.60,4.1
Brunello di Montalcino 2015,44.52,4.3
Cabernet Sauvignon 2015,8.69,3.4
Kékfrankos Balf 2017,11.70,3.8
Haut-Médoc 2015,15.90,3.7
Pura Fe Carmenère 2016,16.95,3.8
La Mancha Reserva 2005,16.95,3.7
Crianza Ribera del Duero 2014,24.70,4.0
Villa Antinori Rosso 2016,13.69,3.8
Schneider Rätzelhaft 2015,12.49,3.7
Gemei 2018,9.50,3.8
Morgon Côte du Py - Javernières 2017,19.90,3.7
Meio Queijo Douro Tinto 2018,8.31,3.7
Max Reserva Blend 2014,16.90,3.7
Cabernet Sauvignon 2017,7.68,4.0
Quinta dos Murças Reserva Douro 2015,28.49,4.3
Selected Vines Cabernet Sauvignon (Barrancas Vineyards) 2014,15.16,3.7
Guidalberto 2017,39,4.1
Bin 389 Cabernet - Shiraz 2013,84.09,4.2
Rivalta Red 2013,41.90,4.3
Julian Madrid Reserva 2014,19.99,4.0
Altero Brunello di Montalcino 2012,66.99,4.3
Barolo Serralunga d'Alba 2014,29.05,3.9
Colheita Seleccionada Tinto 2018,7.60,3.9
Terroir du Trias Bandol Rouge 2012,42.90,4.1
Bardolino 2018,7.98,3.7
ViBo Viñedo Centenario 2017,18.52,4.0
Saint-Émilion 2014,46.30,3.9
Dadá Art 8 2019,7.30,3.3
Cellar Selection Merlot 2017,9.50,3.4
Poggio Al Vento Brunello di Montalcino Riserva 2008,83,4.2
Chianti Classico 2017,13.95,3.8
Moulin des Costes Bandol Rouge 2016,21.90,3.9
Maremma Toscana 2015,35,4.2
Granato 2016,45.72,4.1
Barolo Brunate 2013,96.03,4.2
Ronchedone Rosso 2016,18.95,4.2
Rioja Gran Reserva 2009,22,3.9
Tenuta Guado al Tasso Il Bruciato Bolgheri 2018,18.42,4.1
Selezione Antonio Castagnedi Amarone della Valpolicella 2015,24.90,4.2
When We Dance Chianti 2018,12.45,3.8
Sofia 2015,23.65,4.2
Alentejano Reserva Tinto 2015,44.73,4.3
Fausto Merlot 2012,11.45,3.0
Pomerol 2009,77.88,4.3
Ninquén (Mountain Vineyard) 2008,40.09,4.0
Saint-Julien (Grand Cru Classé) 2011,179.36,4.2
Bramosia Chianti Classico 2016,12.58,3.8
Clos du Marquis Saint-Julien 2011,58.44,3.9
Brunello di Montalcino 2015,26.22,3.9
Altitud Merlot 2014,13.90,3.5
Barolo Brunate 2012,87,4.2
Coto de Imaz Rioja Gran Reserva 2012,16.75,4.1
Syrah 2019,6.50,3.7
Pauillac (Grand Cru Classé) 2016,58.39,4.1
Pinot Noir 2018,6.39,3.7
Stonewell Shiraz 2013,48.31,4.2
Alentejano Tinto 2017,15.84,4.0
Max Reserva Cabernet Sauvignon 2014,14.50,3.7
Valpolicella Classico Superiore 2012,72.70,4.4
Caspagnolo Chianti dei Colli Senesi 2018,7.99,3.9
Toscana 2016,58.10,4.2
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,96.50,4.2
Rioja Tempranillo 2018,4.45,3.3
Douro Reserva Cerro Do Santo 2013,9.65,3.7
Clos des Lambrays Grand Cru 2013,209,4.3
The Custodian Grenache 2014,14.50,3.6
Pinot Noir 2017,7.83,3.7
Albe Barolo 2016,40.94,3.9
Roble 2018,5.90,3.5
Anaperenna 2016,46.75,4.2
Valpolicella Classico 2017,6.95,3.9
Côtes-du-Rhône 2017,8.11,3.4
Margaux 2014,22.90,4.0
1300 Merlot 2017,7.70,3.4
Estate Merlot 2018,8.19,3.5
Langhe Nebbiolo 2015,25.13,3.7
Malbec 2019,6.21,3.5
Don Mendoza Reserve Malbec 2018,11.65,3.4
Valpolicella Ripasso Classico Superiore 2016,14.16,4.0
Nauna Primitivo - Negroamaro 2016,20.97,4.4
Max's Shiraz - Cabernet 2017,29.28,4.0
Bordeaux Supérieur 2014,17.06,3.4
Coto de Imaz Rioja Gran Reserva 2011,26.39,4.1
Cabernet Sauvignon 2015,11.60,3.6
Blaye - Côtes de Bordeaux 2014,21.95,3.1
Gigondas Hominis Fides 2016,86,4.1
Shiraz 2016,19.99,3.9
Syrah 2016,19.90,3.7
Pommard 2016,47.66,4.3
Merlot 2015,7.95,3.3
Pietro Dal Cero Amarone della Valpolicella 2013,46.90,4.3
Marienthal Trotzenberg Spätburgunder 2016,38,4.1
Schwarzweiß Spätburgunder 2017,9.26,3.8
Nero d'Avola 2018,5.25,3.9
Pinotage 2015,11.01,3.6
Manor House Cabernet Sauvignon 2017,9.37,3.4
PLIC PLIC PLIC 2016,9.75,3.3
Burgenland 2017,7.87,3.9
Spätburgunder M 2015,17,4.0
zb 2015,13.09,3.6
4 Amis Langhe Rosso 2013,12.70,3.7
Domaine des Tourettes Hermitage Rouge 2017,93.45,4.2
Sorante 2015,18.47,3.6
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,75.95,4.0
Cuvée Porte des Cardinaux Côtes-du-Rhône 2016,6.58,3.3
Priorat Clos Martinet 1996,135,4.2
Vieilles Vignes Nuits-Saint-Georges 2017,41.91,4.1
Sangre de Toro 2019,6.69,3.6
Bordeaux 2005,27.95,3.7
Rosso Piceno 2018,7.58,3.3
Brindisi Riserva 2011,6.73,3.7
Les Malconsorts Vosne-Romanée Premier Cru 2016,125,4.2
Le Due Arbie Chianti Classico Riserva 2015,17.90,4.0
Domaine de Peyrat Grande Réserve 2018,8.68,3.4
Classic Zweigelt 2014,9.95,3.3
Bordeaux 2016,6.97,3.0
La Clape (Grand Vin) Rouge 2017,16.95,3.8
Chambolle-Musigny 2016,103.98,4.0
Finca Biniagual Negre 2014,13.21,3.9
Pinot Noir Les Pierres Dorées 2018,14.52,3.6
Intense Rouge 2018,5.84,4.1
Pauillac 2016,25.25,3.9
Syrah 2018,9.95,2.8
Lena Salice Salentino Riserva 2015,7.71,3.8
Turmhof Lagrein 2018,13.99,3.8
Morey-Saint-Denis 'En La Rue de Vergy' Rouge 2014,73.01,4.2
Côtes du Rhône Villages 'Séguret' 2016,11.70,3.9
Moncerbal Bierzo (Corullón) 2016,89.95,4.4
Bachgart Blauburgunder Riserva 2013,65,4.0
Côtes-du-Rhône Villages 2018,8.58,3.8
Gigondas Le Poste 2013,72,4.3
Matacà Negre 2017,13.45,3.5
Roter Lehm Merlot 2017,16.74,4.0
2 Pulso 2011,12.57,3.3
Reserve Cape Blend 2014,18.95,3.8
Zinfandel 2018,6.32,3.5
La Landonne Côte-Rôtie 2013,165.71,4.0
Plumbago Nero d'Avola Sicilia 2018,9.95,3.3
Urbani 2015,18.80,3.9
Crianza 2015,10.51,3.8
Rioja Reserva Magister Bibendi 2012,14.50,3.7
Brunello di Montalcino 2015,34,4.3
Kammerberg Spätburgunder GG 2014,58,4.1
Douro Batuta Tinto 2016,60.31,4.2
Clos de l'Echo Chinon 2014,22.80,3.7
Tiara 2016,15.50,4.0
Giulin 2015,12.60,3.9
Cabernet Sauvignon 2015,14.50,3.8
Cabernet Franc 2016,21.45,4.3
Tellus Syrah 2016,10.39,3.8
Montepulciano d'Abruzzo Riserva 2014,12.70,3.8
Carmenère 2017,14.90,4.0
Barbera d’Alba Vigna Martina 2014,33.89,3.8
Mácula 2006,20.89,3.8
Faunae Chianti Classico 2017,10.42,3.3
Haut-Médoc 2014,18.90,3.7
Cabernet Sauvignon - Merlot 2013,13.40,4.0
Haut-Médoc 2005,27.95,3.9
Black Print 2018,14.90,4.1
Cabernet - Merlot 2018,10.90,3.7
Baccaro Nero d'Avola 2018,5.80,3.6
Bramare Malbec Lujan de Cuyo 2017,33.99,4.4
Primitivo Salento Torcicoda 2017,12.19,4.1
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,55.95,4.0
L'Hospitalet de Gazin Pomerol 2014,35.09,4.0
Àn 2017,38.90,4.3
Envero Carmenère Gran Reserva 2018,14.50,3.7
Gabarinza 2012,39.95,4.1
Lyndenhurst Cabernet Sauvignon 2012,73.06,4.2
Syrah 2014,15.90,3.9
Médoc 2017,12.52,3.9
Val dei Molini Garda Corvina 2016,7.95,3.7
Rioja Reserva 2015,10.35,3.8
Shiraz 2019,5.95,3.5
Bourgogne Pinot Noir 2017,27.90,4.0
Lu Rappaio Primitivo di Manduria 2018,9.89,4.1
Merlot (Select Terroir Reserva) 2017,7.66,3.5
Pomorosso Barbera d'Asti 2016,59.63,4.3
Antu Carmenère 2017,12.25,3.9
Douro Charme Tinto 2016,67.36,4.2
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,70.19,4.2
Libertà 2014,12.13,4.0
Côtes du Rhône Villages Terre D'Argile 2017,17.90,3.8
La Rosa Barolo 2013,63.05,4.0
Saint-Julien (Grand Cru Classé) 2016,109,4.3
Viñas Viejas Tempranillo 2015,29.90,3.9
Brunello di Montalcino 2014,33.90,4.1
Gran Coronas Reserva Cabernet Sauvignon 2015,12.89,3.9
Châteauneuf-du-Pape Chaupin 2013,59,4.1
Zweigelt 100 Days 2017,16.50,4.2
Rosso Dei Notri Toscana 2018,15.23,3.8
Cygnus Cabernet Sauvignon - Nero d'Avola Regaleali 2016,12.75,4.0
La Montesa 2016,13.95,4.0
Diamond Collection Merlot (Blue Label) 2015,22.90,3.9
Barolo 2013,30.12,4.0
V Red 2012,95,4.3
Románico 2017,9.99,3.7
Eaglehawk Shiraz 2018,7.22,3.3
Estates Grande Reserva Douro 2013,34.73,4.2
Nostre Païs Rouge 2016,14.21,3.8
Aglianico Beneventano 2015,6.90,3.8
Merlot 2016,14.36,3.6
Sangiovese Toscana 2016,6.50,3.9
Châteauneuf-du-Pape 2016,23.88,4.2
Reflets de l'âme Vacqueyras 2015,11.21,3.8
Pomerol 2015,85.29,4.2
Barbera d'Asti Superiore Tre Roveri 2016,16.50,3.8
Médoc 2015,24.80,3.7
Valpolicella Ripasso 2017,8.68,3.8
Frans Malan Cape Blend 2014,21.99,3.9
Reserva 2015,7.20,3.5
Pomerol 2010,79.68,4.3
Chianti Rufina 2017,10.42,3.7
Vürsù Barolo Campè 2012,131.58,4.5
Kieselstein Zweigelt 2017,13.26,3.8
Brunello di Montalcino 2013,35.97,4.2
Ninquén (Mountain Vineyard) 2014,26.50,4.0
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,41.95,4.1
SB Syrah - Bonarda 2019,5.95,3.7
Campogiovanni Rosso di Montalcino 2016,14.13,3.9
Jonty's Ducks Pekin Red 2014,14.13,3.7
Médoc 2014,14.52,3.7
Cirsion Rioja 2011,209,4.6
Pomerol 2005,54.95,4.2
Icóna Cabernet Sauvignon 2017,9.79,3.5
Rosso di Montalcino 2014,19.95,4.0
Toscana 2016,25.83,4.1
To Kalon Vineyard Reserve Cabernet Sauvignon 2015,154.99,4.5
Fangar-Elements Negre 2012,26.70,4.2
Vieilles Vignes Châteauneuf-du-Pape 2015,29.13,3.7
Pago Negralada Tempranillo 2015,67.26,4.2
Merlot 2017,8.78,3.3
Chianti Classico Clemente VII 2016,16.66,3.8
Pinot Noir 2013,89.42,4.3
Vecchie Vigne Brunello di Montalcino 2012,75,4.2
Malbec 2018,7.35,3.7
Nero di Troia 2017,7.21,3.6
La Mancha Reserva 2013,12.99,3.6
Suis-Je Gentille Ainsi Pinot Noir 2015,38.01,4.2
Garnacha 2018,7,3.9
Alpberg Pinot Noir 2017,36.90,4.2
Châteauneuf-du-Pape Croix De Bois 2004,88.95,4.2
Maxim Cabernet Sauvignon 2015,17.06,4.2
Pinot Noir Alsace Réserve 2018,17.45,3.7
Clos de Vougeot Grand Cru 2012,190.09,4.5
Sòdole 2015,26.99,4.3
Rodal Pla 2016,15.69,3.8
Les Terres Rouges Cahors 2012,17.45,3.9
Gevrey-Chambertin 1er Cru 'Clos des Issarts' (Monopole) 2013,73.90,4.4
Sonett Spätburgunder 2015,11.17,3.4
Vosne-Romanée 2017,103.98,4.1
Haut-Médoc 2013,17.29,3.7
Amarone 2015,34.91,3.9
Premium Reserve Pinot Noir 2014,19.45,4.1
Vino Nobile di Montepulciano Riserva 2015,19.40,4.0
Rioja Reserva 2015,11.90,4.0
Volnay 1er Cru 'Clos des Chênes' 2016,72.54,4.1
Mas de Canet Tinto 2018,7.99,3.1
Syrah 2016,16.07,3.9
Bricco-Spessa Barbaresco 2010,29.90,3.7
Les Corvées Arbois 2017,37.04,4.3
Rosso di Montalcino 2016,14.73,4.1
Son Negre 2016,124.95,4.1
Chianti 2018,10.46,3.7
Garrafeira Bairrada 2010,8.68,3.4
Saint-Émilion Grand Cru 2016,158.95,4.2
Pinotage 2017,13.60,3.8
Butibalausí Negre 2017,9.90,3.8
Beaune 1er Cru Clos des Ursules 2016,66.93,4.0
Il Bacialé Monferrato Rosso 2017,14.95,3.9
Nero D'Avola - Syrah Sicilia 651 Terre Di Ginestre 2008,17.79,3.4
Les Quartz Châteauneuf-du-Pape 2017,56.87,4.0
Les Terroirs Minervois 2016,9.90,3.6
Castroviejo Crianza 2012,13.89,3.3
Amarone della Valpolicella Classico Barriques 2015,42.90,4.1
Valpolicella Classico 2018,11.90,3.6
Merlot 2016,6.90,3.4
Chambolle-Musigny Vieilles Vignes 2016,56.54,4.0
Spätburgunder Trocken 2018,7.80,3.8
Spätburgunder Trocken 2015,6.95,3.6
Russiz Superiore Cabernet Franc Collio 2017,26.81,4.0
Barbera d'Alba Bussia 2018,10.66,3.7
Strassertal Zweigelt 2019,13.25,3.7
Reserve Syrah 2017,36.37,4.0
Cabernet Sauvignon 2017,7.95,3.7
Dolcetto d'Alba Le Campanelle 2014,8.40,3.5
Dornfelder Trocken 2018,7.41,3.2
Zweigelt Falkenstein 2018,8.40,3.8
La Botte Piena Valtènesi 2016,10.90,3.5
Zweigelt 2018,10.93,3.6
Montepulciano d'Abruzzo Riserva 2016,9.50,3.6
Domaine de Cassaigne Le Labyrinthe Côtes de Gascogne 2017,5.62,3.5
Il Falcone Riserva Castel del Monte 2014,16.90,4.1
Jonathan's Ridge Pinotage 2015,28.60,4.1
Saint-Émilion Grand Cru 2005,38.95,4.0
Santa Digna Gran Reserva Carménère 2018,9.05,3.3
Monastrell - Cabernet Sauvignon 2016,5.75,3.5
Les Fagnes Rouge 2015,15.50,3.4
Chrysope 2013,9.95,3.1
Cabernet Sauvignon 2016,7.60,3.7
Chavarri Gran Reserva 2000,53.58,4.1
Buio Langhe 2015,34.65,3.7
Arruga Superiore Carignano del Sulcis 2014,31.19,3.8
Pasión 2018,7.60,3.5
Corton Clos des Cortons Faiveley Grand Cru (Monopole) 1995,149,3.9
Domaine de Cocol Côtes-du-Rhône 2016,8.99,3.6
Creso Rosso Veronese 2016,16.59,4.1
Zogo 2017,7.60,4.0
Bonnes Mares Grand Cru 2014,291.46,4.3
Magrez Fombrauge Saint-Émilion Grand Cru 2005,219.95,4.5
Cuvée Spéciale Corbières 2018,8.45,3.9
Saint-Estèphe 2005,23.30,3.6
Lloyd Reserve Shiraz 2016,57.89,4.2
Dornfelder Halbtrocken 2017,8.21,3.5
GT-1 Châteauneuf-du-Pape 2012,38.99,4.2
Kapfensteiner Blauer Zweigelt 2014,10.90,3.3
Il Leo Chianti Superiore 2017,10.79,3.6
Il Chiuso 2011,21.25,3.5
Taurasi Riserva Radici 2012,33.85,4.2
Hangin' Snakes Shiraz - Viognier 2016,12.86,3.9
Saint-Estèphe 2013,32.90,3.9
Gevrey-Chambertin 2015,97.04,4.1
Nero d'Avola 2017,5.32,3.6
Ramione Merlot - Nero d'Avola 2012,14.52,3.8
Fichimori 2018,12.60,3.6
Shiraz 2019,5.81,4.1
Querciantica Lacrima di Morro 2018,7.89,3.5
Remordimiento Tinto 2014,10.60,3.7
Tinto Roble 2018,8.90,3.7
Valle D'Oro Montepulciano d'Abruzzo 2017,7.50,3.7
Barbaresco 2015,25.29,3.9
Dehesa Gago G 2018,8.25,3.6
Margaux (Grand Cru Classé) 2016,89,4.1
Foradori - Teroldego 2009,15.55,3.9
Periquita Reserva 2017,10.75,3.7
Il Grigio Chianti Classico Gran Selezione 2015,23.10,4.0
Gran Reserva 2011,17.78,3.8
Nicolas Grenache Noir 2018,8.72,3.7
Le Cicale di Vincigliata Chianti 2013,12.57,3.4
Limpronta Ruché di Castagnole Monferrato 2016,26.90,3.9
Bandol Rouge 2015,31.90,4.0
Monte Velho Tinto 2019,5.70,3.5
AB Alicante Bouschet 2012,34.12,4.0
Al Limite Chianti Classico 2016,8.95,3.8
Le Volte 2018,18.40,3.9
Mas Picosa Flor En Flor Montsant 2018,7.90,3.7
Cabernet Sauvignon 2017,7.90,3.4
The Y Series Merlot 2017,11.90,3.4
Garnacha 2014,12.60,3.8
Initio 2011,19.47,3.8
Ca' de' Rocchi Dugal Cabernet Sauvignon - Merlot 2018,13.95,4.1
Korem Isola dei Nuraghi 2016,23.18,4.2
Cerro Añon Crianza Rioja 2017,6.90,3.9
Moulin de Gassac Classic Rouge 2017,4.50,3.5
Estates Douro 2016,15.27,3.8
Aromes de Pavie Saint-Émilion Grand Cru 2005,428.65,4.1
Brunello di Montalcino 2010,38.70,4.2
Single Vineyard Tempranillo 2017,13.34,4.0
L'Oratoire de Chasse-Spleen Moulis 2014,27.04,3.7
Toscana 2010,27.50,3.7
Barbaresco Coste Rubín 2014,31.50,3.8
Margaux (Grand Cru Classé) 2015,87.95,4.3
Barolo 2015,35.95,3.8
Ocra Bolgheri Rosso 2016,23.75,3.8
Prestige Rouge 2017,18.90,3.9
Grenache 3 (Au Cube) 2017,13.45,4.1
Coyam 2015,21.15,4.3
Primitivo 2018,6.50,3.9
Bolgheri Superiore 2014,174.49,4.5
Reserve Pinotage 2017,18.50,3.9
Merlot 2017,7.65,3.6
Reserva Cabernet Sauvignon 2015,9.70,3.3
Bardolino 2018,6.31,3.5
Foral de Évora Colheita Tinto 2014,15.60,3.8
Terroir Selection Malbec 2017,20.50,4.1
Magno Megonio Rosso 2015,14.32,3.8
Poggio Lombrone Sangiovese Riserva Montecucco 2013,28.76,3.9
Saint-Estèphe (Grand Cru Classé) 2014,154.99,4.4
Bardolino 2017,6.50,3.5
Yantra 2015,16.39,3.9
Reserva Tinto 2015,24.17,4.1
Premium Fetească Neagră Sec 2016,10.90,3.5
Cabernet Sauvignon 2016,12.50,3.8
Châteauneuf-du-Pape Chaupin 2012,54,4.2
Gran Reserva Rioja (Finca Ygay) 2013,38.89,4.3
Aglianico Campania 2016,10.70,3.7
Tinto 2017,7.80,3.7
Sassicaia 2006,632.64,4.7
Vulcano 2016,24,4.0
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,79.95,4.3
Adrianna Vineyard Fortuna Terrae Malbec 2013,106.89,4.5
Selección Especial 2014,14.52,3.7
Elos Cabernet Sauvignon - Malbec 2009,29.19,3.4
Barolo 2015,20.20,4.0
Brunello di Montalcino 2015,44.84,4.3
Terre More Maremma Toscana 2017,11.54,3.8
Grandarella Refosco delle Venezie 2014,22.99,4.1
Les Fiefs de Lagrange Saint-Julien 2016,29.95,3.9
Haut-Médoc 2013,33.95,3.7
Cabernet Sauvignon 2016,13.09,3.8
Crianza 2016,8.90,3.8
Opus One 2015,377.33,4.6
Riserva Di Fizzano Chianti Classico Gran Selezione 2011,25.49,4.0
Pauillac (Grand Cru Classé) 2014,125.26,4.1
Oak Aged Red Blend 2018,5.30,3.7
Boa-Vista Reserva 2014,55,4.2
Percarlo 2013,82.45,4.2
Lamaione Toscana 2012,53.35,4.4
Hochäcker Blaufränkisch 2015,13.90,3.8
Vinha da Fonte Touriga Nacional 2018,6.81,4.0
Barbaresco Albesani Santo Stefano 2011,105.73,4.4
Ceres Crianza 2016,16.55,3.8
Cabernet Sauvignon Garda 2016,14.46,4.2
Nebbiolo Gavarini Langhe 2018,22.22,3.8
Ribera Del Duero 2016,42.89,4.2
Steytler Pinotage 2017,51.58,4.1
Les Cépages Cabernet Sauvignon 2017,8.78,3.3
120 Reserva Especial Cabernet Sauvignon 2016,6.77,3.3
Salice Salentino Liante 2018,8.29,3.6
Alte Reben Eisenberg Reserve 2015,38.50,4.1
Barolo Riserva (Cascina Dardi) 2011,48,4.4
Italian Collection Tosca 2014,26.27,4.0
Cuvée Vignals 2015,17,3.8
Partisan Cru 2015,19.90,3.8
12 Meses en Barrica Crianza 2016,8.92,3.9
Magill Estate Shiraz 2017,163.93,4.2
1851 Reserva Merlot 2017,9.50,3.6
Norte Roble 2007,6.77,3.4
Moritz 2014,15.90,3.4
Chope le Coq 2015,9.26,3.5
Ares 2016,120,4.5
Merlot Reserve 2017,17.50,4.0
Reserva 2015,11.40,4.0
Montornello Chianti Classico Riserva 2016,19.90,3.7
Mandelpfad Spätburgunder GG 2011,41.49,4.1
Cabernet Sauvignon 2015,12.14,3.2
Château de Varennes Sélection Parcellaire Beaujolais-Villages 2018,7.95,3.8
Black Blood III Single Vineyard Shiraz 2016,66.29,3.9
Le Corbeau Côtes Catalanes 2014,8.69,3.3
L’Archange Saint-Émilion 2005,69.95,4.4
Villa Bürklin Cuvée Rot 2016,9.34,3.0
Merlot - Cabernet Sauvignon Buzet 2017,8.90,4.2
Brouilly 2017,14.43,3.7
Réserve Minervois La Livinière 2017,10.95,3.9
Spätburgunder Trocken 2017,8.49,3.1
Galea Vernatsch 2018,10.63,3.4
Reserve Collection Cabernet Sauvignon 2019,5.25,3.7
Castro Ventosa Valtuille La Cova de la Raposa 2015,38.90,4.2
En Sol Red 2015,49.90,3.8
Pomerol 2016,43.85,4.1
Nero d'Avola 2017,8.68,3.7
G 2015,463.03,4.8
Les Saint-Georges Nuits-Saint-Georges 1er Cru 2015,113.39,4.1
Castel Firmian Riserva Teroldego Rotaliano 2015,9.37,3.7
Barolo 2016,36.50,3.8
Primitivo (Since 1913) 2017,14.35,3.9
Blauer Zweigelt Klassik 2016,7.31,3.3
Buntsandstein 2015,35,3.9
Moulis-en-Médoc 2005,7.75,3.7
Blaufränkisch 2017,10.28,3.4
